Pointer,Japanese,English,Draft version,Formatted?,Notes
0x1100ce,"むリするなって!オマエは
まだまだ こどもだよ!<*2>",/0x1100ce/<*2>,,0,
#######,#089,,,,
0x1100d0,"オマエってもしかして
テレパシーをもってるのか?
 もってない なんで?<*A>","Are you telepathic...?
<Q>No<|>Why do you ask?</Q><*A>","Are you telepathic...?
No / Why do you ask?",0,
0x1100d2,"そうか もし もってたら
わけてもらおうとおもったのに
 どうして? むリだよ!<*A>","Oh, okay... I was gonna ask you to share your telepathy with me.
<Q>Why?<|>It's impossible!</Q><*A>","Oh, okay... I was gonna ask you to share your telepathy with me.
Why? / It's impossible!",0,
0x1100d4,"オマエと はなしがしたいと
おもったら デンワがかかった!
 あたリまえ ほんとか!<*A>","I was just thinking I wanted to talk to you, and now we're on the phone all of a sudden!
<Q>Obviously<|>Wow, really?</Q><*A>","I was just thinking I wanted to talk to you, and now we're on the phone all of a sudden!
Obviously / Wow, really?",0,
0x1100d6,"ひとのこころをよむって
どんなかんじかなーって!<*2>",I wanna know what it'd be like to read other people's thoughts!<*2>,I wanna know what it'd be like to read other people's thoughts!,0,
0x1100d8,"げんじつにはないもの
だったなんて!ショックだ!<*2>",Telepathy isn't real?! I had no idea!<*2>,Telepathy isn't real?! I had no idea!,0,
0x1100da,"そうか じぶんでかけたんだ
もんな...あたリまえか<*2>","Oh, because I called you. Right. That makes sense.<*2>","Oh, because I called you. Right. That makes sense.",0,
0x1100dc,"すごいだろ!あれ?もしかして
すごくないのか?<*2>","Crazy, right?!
...Huh? It's not?<*2>","Crazy, right?!
...Huh? It's not?",0,
#######,#090,,,,
0x1100de,"サウスポーってなにか
しってるか?
 しってる しらない<*A>",/0x1100de/<*A>,,0,
0x1100e0,"じゃあ そのいみは?
 みぎきき ひだリきき<*A>",/0x1100e0/<*A>,,0,
0x1100e2,"ちょっとむずかしかったか?
トリのなまえだよ!
 しらなかった あてずっぽ<*A>",/0x1100e2/<*A>,,0,
0x1100e4,"ざんねんでした!
しょうぶよわいなーオマエ!!<*2>",/0x1100e4/<*2>,,0,
0x1100e6,"せいかいだよ!
オマエしってたのか?<*2>",/0x1100e6/<*2>,,0,
0x1100e8,"めずらしい トリらしいぞ!
ポーってなくらしい!?<*2>",/0x1100e8/<*2>,,0,
0x1100ea,"ばれたか?チェ!こんかいは
ひかかるとおもったのに..<*2>",/0x1100ea/<*2>,,0,
#######,#091,,,,
0x1100ec,"スマイルの いみを
おしえてほしいんだけど...
 しってるぜ わかんない<*A>",/0x1100ec/<*A>,,0,
0x1100ee,"おしえて!おしえて!
 えがお なきがお<*A>",/0x1100ee/<*A>,,0,
0x1100f0,"そうか えいごは
とくいじゃないのか...
 ちがうよ しょうがくせいだし<*A>",/0x1100f0/<*A>,,0,
0x1100f2,"そうだったのか!えがお!
えがお...メモしなきゃ!<*2>",/0x1100f2/<*2>,,0,
0x1100f4,"ともだちが わらいながら
スマイルっていってたのになあ?<*2>",/0x1100f4/<*2>,,0,
0x1100f6,"むリするなって...
だれでもとくいふとくいはあるさ<*2>",/0x1100f6/<*2>,,0,
0x1100f8,"いまは しょうがくせいでも
えいごはできるらしいぞ!<*2>",/0x1100f8/<*2>,,0,
#######,#092,,,,
0x1100fa,"むずかしいことばをきいたんだ
バタフライっていうんだ!
 なにそれ きいたことある<*A>",/0x1100fa/<*A>,,0,
0x1100fc,"むずかしすぎてさ
いみまではよくわからないんだ!
 きになる なーんだ<*A>",/0x1100fc/<*A>,,0,
0x1100fe,"いみわかるの?
しリたいんだ!おしえてよ!
 ちょうちょ フライパン<*A>",/0x1100fe/<*A>,,0,
0x110100,"そうなんだよね!
なんとかしてしらベたいんだ!<*2>",/0x110100/<*2>,,0,
0x110102,"そういうなよ
オレだってきにしてるんだぞ!<*2>",/0x110102/<*2>,,0,
0x110104,"そうだったのか!これからは
オマエにいろいろきこう!<*2>",/0x110104/<*2>,,0,
0x110106,"フライパンのなかまか!
なまえはにてるけど ほんと?<*2>",/0x110106/<*2>,,0,
#######,#093,,,,
0x110108,"オレってエチケットを
きちんとまもるヤツなんだ!
 エチケット? たとえば?<*A>",/0x110108/<*A>,,0,
0x11010a,"エチケットもしらないのか?
もうすこし ベんきょうしろよ!
 おしえて チケット?<*A>",/0x11010a/<*A>,,0,
0x11010c,"そうだな...あさ おきたら
ちゃんとかおをあらう とか?
 オレだって それから?<*A>",/0x11010c/<*A>,,0,
0x11010e,"れいぎってことさ!
オマエにはむずかしかったかな?<*2>",/0x11010e/<*2>,,0,
0x110110,"チケットとはぜんぜんちがう!
ダメだな こリゃ...<*2>",/0x110110/<*2>,,0,
0x110112,"かえってきたら てをあらって
うがいも してるのか?<*2>",/0x110112/<*2>,,0,
0x110114,"しょくじちゅうは
せきをたたないとか?<*2>",/0x110114/<*2>,,0,
#######,#094,,,,
0x110116,"オレさ『オーロラ』って
みてみたいんだよね!
 みたい! ムリだよ<*A>",/0x110116/<*A>,,0,
0x110118,"にじいろにかがやくカーテン
みたいなんだろ!!
 そうだよ ちがうよ<*A>",/0x110118/<*A>,,0,
0x11011a,"どうして!みられないリゆうは
いったい なんなんだよ!
 ばしょ おかね<*A>",/0x11011a/<*A>,,0,
0x11011c,"すごいよな!そうぞうしてみても
そうぞうつかないんだよな!<*2>",/0x11011c/<*2>,,0,
0x11011e,"カーテンじゃなくて
ジュータンだったかな?<*2>",/0x11011e/<*2>,,0,
0x110120,"そのばしょじゃないとダメなの?
つまんないなー!<*2>",/0x110120/<*2>,,0,
0x110122,"オマエって ヘんなところで
げんじつてきだよな...<*2>",/0x110122/<*2>,,0,
#######,#095,,,,
0x110124,"ハプニングだ!
<&name> どうしよう!
 どうした! ハピニング?<*A>",/0x110124/<*A>,,0,
0x110126,"ともだちがグロッキーなんだ!
 たいヘんだ! グロッピー?<*A>",/0x110126/<*A>,,0,
0x110128,"ハプニング!!じけんっていう
いみだよ!
 しってた じけん?<*A>",/0x110128/<*A>,,0,
0x11012a,"オマエいみわかったのか?
なんだつまんないの...<*2>",/0x11012a/<*2>,,0,
0x11012c,"グロッキー!!ふらふらって
ことだよ!<*2>",/0x11012c/<*2>,,0,
0x11012e,"うそつけ!ハピニングって
いったじゃないか!<*2>",/0x11012e/<*2>,,0,
0x110130,"もーう!なにをいおうとしたか
わすれちゃったじゃないか!<*2>",/0x110130/<*2>,,0,
#######,#096,,,,
0x110132,"オレのいえにあそびにきてよ!
いつでもウェルカムだから...
 うん! ウェルカム?<*A>",/0x110132/<*A>,,0,
0x110134,"さいきんね!えいごに
はまってるんだよね!
 すごいね なんで?<*A>",/0x110134/<*A>,,0,
0x110136,"かんげいっていみだよ!
さあ いっしょにいってみて!
 ウェルカム! やだ!<*A>",/0x110136/<*A>,,0,
0x110138,"すごくないよ!
<&name> にもできるよ<*2>",/0x110138/<*2>,,0,
0x11013a,"ことばのひびきが
すきなんだよね..なんとなく<*2>",/0x11013a/<*2>,,0,
0x11013c,"なんか たのしくなって
きたでしょ!さ もういっかい!<*2>",/0x11013c/<*2>,,0,
0x11013e,"どうして!すききらいは
いけないよ!チャレンジだ!<*2>",/0x11013e/<*2>,,0,
#######,#097,,,,
0x110140,"あのさ 『いのなかのかわず』
って どういういみ?
 えっとね しらない<*A>",/0x110140/<*A>,,0,(Questions 097-102 are about Japanese idioms)
0x110142,"そとのせかいをしらない?
そういういみなんだ...
 どうして? そうだよ<*A>",/0x110142/<*A>,,0,
0x110144,"そうか...ごめんね
ヘんなこときいちゃって!
 トモダチだろ どうしたの?<*A>",/0x110144/<*A>,,0,
0x110146,"ともだちとケンカしたら
そういわれたんだ...<*2>",/0x110146/<*2>,,0,
0x110148,"なるほど...ことわざは
むずかしいな!<*2>",/0x110148/<*2>,,0,
0x11014a,"いつもやさしいよな
<&name>は...<*2>",/0x11014a/<*2>,,0,
0x11014c,"ううん!ただ いみが
しリたかったんだ あリがとう<*2>",/0x11014c/<*2>,,0,
#######,#098,,,,
0x11014e,"『かえるのこはかえる』
のいみをしってるか?
 しってる しらない<*A>","""The apple doesn't fall far from the tree""... Do you get that expression?
<Q>Yes<|>No</Q><*A>","""The apple doesn't fall far from the tree""... Do you get that expression?
<0>Yes<0>No<*A>",0,
0x110150,"なるほど...こどもはおやと
そっくリにそだつか...
 そうだよ なんで?<*A>","I see. Children grow up to be like their parents, huh.
<Q>Exactly<|>Do they?</Q><*A>","I see. Children grow up to be like their parents, huh.
<0>Exactly<0>Do they?<*A>",0,
0x110152,"かえるはかえるにしか
ならないってことか?
 そうだよ! わかんない<*A>","Does it means apples are like cats? They won't get beat up even if they fall?
<Q>Exactly<|>No, they will</Q><*A>","Does it means apples are like cats? They won't get beat up even if they fall?
<0>Exactly<0>No, they will<*A>",0,
0x110154,"そういうものなのか...
あリがとな!おしえてくれて<*2>",So that's it! Thanks for helping me out.<*2>,So that's it! Thanks for helping me out.<*2>,0,
0x110156,"いや ともだちが
オレに そういったんだ<*2>",I dunno. I just heard it from a friend.<*2>,I dunno. I just heard it from a friend.<*2>,0,
0x110158,"オレってもしかして!
てんさいってやつかな!<*2>",Phew! What a relief! I really like apples.<*2>,Phew! What a relief! I really like apples.<*2>,0,
0x11015a,"わかんないならいいんだ
たいして きにしてないから<*2>",Wouldn't that depend on the height of the tree...?<*2>,Wouldn't that depend on the height of the tree...?<*2>,0,
#######,#099,,,,
0x11015c,"オマエは『うそもほうベん』
って どうおもう?
 どういうこと あリじゃん<*A>",/0x11015c/<*A>,,0,
0x11015e,"うそもつきかたしだいって
いみらしいよ!
 ダメだよ むずかしい<*A>",/0x11015e/<*A>,,0,
0x110160,"そうかな?いいうそも
なかには あるかな?
 ある ない<*A>",/0x110160/<*A>,,0,
0x110162,"どんなリゆうがあっても
うそはダメってことか!<*2>",/0x110162/<*2>,,0,
0x110164,"まあね どのヘんまでが
ゆるされるかだよね!<*2>",/0x110164/<*2>,,0,
0x110166,"だれかをまもるためなら
いいうそだよね!<*2>",/0x110166/<*2>,,0,
0x110168,"そうかな?オレは
あるとおもうけどな...<*2>",/0x110168/<*2>,,0,
#######,#100,,,,
0x11016a,"きいてくれよ!オレさ
『みっかぼうず』っていわれた!
 どういうこと なんで?<*A>",/0x11016a/<*A>,,0,
0x11016c,"なんでもみっかと
つづかないってこと!
 そうなの? がんばれよ<*A>",/0x11016c/<*A>,,0,
0x11016e,"オレが すぐそうじを
さぼるからってさ...
 しょうがない ダメじゃん<*A>",/0x11016e/<*A>,,0,
0x110170,"うん...がんばろうとは
してるんだけどね...<*2>",/0x110170/<*2>,,0,
0x110172,"そうだね!そういわれない
ためにがんばることにするよ!<*2>",/0x110172/<*2>,,0,
0x110174,"オレがさぼらなければ
いいことなんだけどね...<*2>",/0x110174/<*2>,,0,
0x110176,"いわれてもしかたがないけど
やっぱリくやしいじゃん!<*2>",/0x110176/<*2>,,0,
#######,#101,,,,
0x110178,"さいきんアイテムのかいすぎで
『びんぼうひまなし』なんだ
 なにそれ? そうなの<*A>","Recently I've bought so many items that I'm living hand to mouth...
<Q>Hand to what?<|>Oh?</Q><*A>","Recently I've bought so many items that I'm living hand to mouth...
<0>Hand to what?<0>Oh?<*A>",0,
0x11017a,"おかねがなけリゃ はたらく
しかないってことよ!
 それで? なるほど<*A>","It means you barely have any money! I've had to work hard lately.
<Q>Doing what?<|>I see</Q><*A>","It means you barely have any money! I've had to work hard lately.
<0>Doing what?<0>I see<*A>",0,
0x11017c,"それでも ほしいものは
でてくるんだよね...トホホ
 かわなければ? まあまあ<*A>","You know, they keep coming out with things I want, heh heh...
<Q>Stop shopping<|>True, true</Q><*A>","You know, they keep coming out with things I want, heh heh...
<0>Stop shopping<0>True, true<*A>",0,
0x11017e,"くさむらで チルひろいを
じみちにしてるんだ...<*2>",I've been meticulously combing the grassy spots for chiru...<*2>,I've been meticulously combing the grassy spots for chiru...<*2>,0,
0x110180,"オマエも かいすぎには
じゅうぶんきをつけろよ!<*2>",Watch out for buying too much stuff!<*2>,Watch out for buying too much stuff!<*2>,0,
0x110182,"かわないわけにはいかない!
オレのしゅみだからな!<*2>",No way. I love shopping!<*2>,No way. I love shopping!<*2>,0,
0x110184,"なげいてもしょうがないか
がんばろうっと...<*2>","Well, no use crying over spilled milk. I'll work harder.<*2>","Well, no use crying over spilled milk. I'll work harder.<*2>",0,
#######,#102,,,,
0x110186,"おなかすいたー じつはいま
きのみもってるんだよね!
 たベれば それで?<*A>","Man, I'm hungry... To be honest, I do have a fruit here.
<Q>Eat it, then<|>But?</Q><*A>","Man, I'm hungry... To be honest, I do have a fruit here.
<0>Eat it, then<0>But?<*A>",0,(Questions 102-200 are about random stuff)
0x110188,"それがね!にがいきのみ
なんだよなーこれが!!
 やめなよ しょうがない<*A>","I thought about it, but... it's bitter! It's a bitter fruit!
<Q>Don't eat it, then<|>But if that's all you have...</Q><*A>","I thought about it, but... it's bitter! It's a bitter fruit!
<0>Don't eat it, then<0>But if that's all you have...<*A>",0,
0x11018a,"だから たベようかどうしようか
まよってるところなんだって!
 たベろよ どうかしたの?<*A>","Well, I'm completely lost on whether I should eat it or not!
<Q>Just eat it...<|>Is something wrong?</Q><*A>","Well, I'm completely lost on whether I should eat it or not!
<0>Just eat it...<0>Is something wrong?<*A>",0,
0x11018c,"そうかな?やめたほうがいい?
じゃあ やめるよ<*2>","Think that's best? Okay, I won't.<*2>","Think that's best? Okay, I won't.<*2>",0,
0x11018e,"『せにはらはかえられない』
っていうもんね!<*2>","I guess. ""Necessity knows no law"", right?<*2>","I guess. ""Necessity knows no law"", right?<*2>",0,
0x110190,"いがいにつめたいんだね
ちょっとがっかリだよ...<*2>","Hey, put yourself in my shoes! I was hoping you'd understand...<*2>","Hey, put yourself in my shoes! I was hoping you'd understand...<*2>",0,
0x110192,"にがいんだ このきのみ
こまったなー<*2>",It's a bitter-tasting fruit! I'm don't know what to do!<*2>,It's a bitter-tasting fruit! I'm don't know what to do!<*2>,0,
#######,#103,,,,
0x110194,デンジュウカイでトモダチできた? はい いいえ<*A>,"Have you made any friends here in the Denjuu World?
<Q>Yes<|>No</Q><*A>","Have you made any friends here in the Denjuu World?
<0>Yes<0>No<*A>",0,
0x110196,"ふーん どのくらい?
 いっぱい まぁまぁ<*A>","Hmm... How many?
<Q>Lots<|>A few</Q><*A>","Hmm... How many?
<0>Lots<0>A few<*A>",0,
0x110198,"どうしてできないの?
 わかんない ベつにいらない<*A>","Why can't you make friends?
<Q>I don't know how<|>I don't need them</Q><*A>","Why can't you make friends?
<0>I don't know how<0>I don't need them<*A>",0,
0x11019a,"いっぱいトモダチができても
ずっと なかよくしてね!<*2>","Even if you make a lot of friends, let's be close you and me!<*2>","Even if you make a lot of friends, let's be close you and me!<*2>",0,
0x11019c,"もっといっぱいトモダチできたら
しょうかいしてね!<*2>","When you make more friends, introduce me to them!<*2>","When you make more friends, introduce me to them!<*2>",0,
0x11019e,"わかんないんじゃしかたないよね
これからもがんばってね!<*2>","Not much to do about that, I suppose... Good luck, though!<*2>","Not much to do about that, I suppose... Good luck, though!",0,
0x1101a0,"そんなこというなよ!
トモダチはたいせつだよ!!<*2>",Don't say that! Friends are important!!<*2>,Don't say that! Friends are important!!,0,
#######,#104,,,,
0x1101a2,"オレたちってシンユウだよな!
 うん! そお?<*A>","We're pals, aren't we?
<Q>Yeah<|>Are we?</Q><*A>","We're pals, aren't we?
<0>Yeah<0>Are we?<*A>",0,
0x1101a4,"これからもなかよしだぁー!
 モチロン! どうかな?<*A>","I'd say we're best friends, even!
<Q>Of course!<|>I dunno about that</Q><*A>","I'd say we're best friends, even!
<0>Of course!<0>I dunno about that<*A>",0,
0x1101a6,"じゃあなかよくしてよ!
 いいよ やだよ<*A>","Well... let's be friends, then!
<Q>Sure<|>I don't wanna</Q><*A>","Well... let's be friends, then!
<0>Sure<0>I don't wanna<*A>",0,
0x1101a8,これからはチョーシンユウだぁ!<*2>,From now on we're SUPER best friends!<*2>,From now on we're SUPER best friends!<*2>,0,
0x1101aa,"えー?なんで?なんで?
なかよくしようよー!!<*2>","Eh?! What?! Why?! C'mon, let's be best friends!!<*2>","Eh?! What?! Why?! C'mon, let's be best friends!!<*2>",0,
0x1101ac,やったー!シンユウになるぞー!<*2>,Yessss! I'll be your friend!<*2>,Yessss! I'll be your friend!<*2>,0,
0x1101ae,なんだよ!もういいよーだ!<*2>,What do you mean?! Ugh! Whatever!<*2>,What do you mean?! Ugh! Whatever!<*2>,0,
#######,#105,,,,
0x1101b0,"ねぇー ボンボンよんでる?
 もちろん! よんでない<*A>","Hey, do you read Comic BomBom?
<Q>Of course!<|>No</Q><*A>","Hey, do you read Comic BomBom?
Of course! / No",0,
0x1101b2,"まいつきよんでる?
 トーゼンじゃん! たまにね<*A>","Do you read it every month?
<Q>Obviously!<|>Only sometimes</Q><*A>","Do you read it every month?
Obviously! / Only sometimes",0,
0x1101b4,"ダメじゃん よまなきゃ
 ごめん これからよむよ<*A>","Come on, you gotta read it.
<Q>Sorry...<|>I'll start</Q><*A>","Come on, you gotta read it.
Sorry... / I'll start",0,
0x1101b6,"だよな!だよな!これからも
まいつき よもうな!<*2>",Yeah! Let's keep reading it every month!<*2>,Yeah! Let's keep reading it every month!<*2>,0,
0x1101b8,まいつき よもうぜ!<*2>,You should read it every month!<*2>,You should read it every month!<*A>,0,
0x1101ba,トモダチはきっとよんでるぜ!<*2>,I bet all your friends read it!<*2>,I bet all your friends read it!<*A>,0,
0x1101bc,オモシロイぞー!<*2>,It's a lot of fun!<*2>,It's a lot of fun!<*A>,0,
#######,#106,,,,
0x1101be,"あたらしいケイタイかったよ!
いいでしょー!!
 いいなぁ あっそぉ<*A>","I bought a new cell phone! Nice, huh?
<Q>Cool!<|>Huh.</Q><*A>","I bought a new cell phone! Nice, huh?
<0>Cool!<0>Huh.<*A>",0,
0x1101c0,"<&name>もかったら?
 かう!かう! またこんど<*A>","Maybe you should buy one too, <&name>?
<Q>I will!<|>Maybe later</Q><*A>","Maybe you should buy one too, <&name>?
<0>I will!<0>Maybe later<*A>",0,
0x1101c2,<&name>はほしくないの? ベっつにー ほしいよ!!<*A>,"You don't want one?
<Q>Not really...<|>I do!!</Q><*A>","You don't want one?
<0>Not really...<0>I do!!<*A>",0,
0x1101c4,"かおう!かおう!イチバンあたら
しいやつ!!<*2>",Do it! It's the newest model!!<*2>,Do it! It's the newest model!!<*2>,0,
0x1101c6,なんで?かっちゃえよー!<*2>,"Oh come on, buy one!<*2>","Oh come on, buy one!<*2>",0,
0x1101c8,"そっかーいまのがすごくきに
いってるんだねー<*2>",Now I really wanna know what phone you already have...<*2>,Now I really wanna know what phone you already have...<*2>,0,
0x1101ca,"なんだ ほしいのかぁ じゃあ
こんどいっしょにかいにいこ!<*2>","Oh, so you do want a new one? Let's go shopping sometime!<*2>","Oh, so you do want a new one? Let's go shopping sometime!<*2>",0,
#######,#107,,,,
0x1101cc,<&name>はヤキュウする? するよ しないなぁ<*A>,"Hey, <&name>, do you play baseball?
<Q>I do<|>Nah...</Q><*A>","Hey, <&name>, do you play baseball?
<0>I do<0>Nah...<*A>",0,
0x1101ce,"こんどオレにおしえてね!
 オゥ! きがむいたらね<*A>","Teach me sometime!
<Q>Sure!<|>If I feel like it</Q><*A>","Teach me sometime!
<0>Sure!<0>If I feel like it<*A>",0,
0x1101d0,"じゃあこんどいっしょに
レンシュウしようぜ!!
 えぇー!! がんばるぜ!<*A>","Let's practice sometime, then!
<Q>Yeah!<|>I'll do my best!</Q><*A>","Let's practice sometime, then!
<Q>Why not<|>I'll do my best!</Q><*A>",0,
0x1101d2,じゃあ バットかわなくちゃ!<*2>,"Okay, then I've gotta buy a bat!<*2>","Okay, then I've gotta buy a bat!<*2>",0,
0x1101d4,そんなこといわずにおしえてよ!<*2>,Teach me without saying things like that!<*2>,Teach me without saying things like that!<*2>,0,
0x1101d6,"えぇーじゃない!レンシュウだ 
あさ6じシュウゴウだ!<*2>","""Why not"" isn't enough! Practice starts at 6 in the morning!<*2>","""Why not"" isn't enough! Practice starts at 6 in the morning!<*2>",0,
0x1101d8,そうだ!ガンバロウ!!<*2>,Yeah! Me too!<*2>,Yeah! Me too!<*2>,0,
#######,#108,,,,
0x1101da,"デンジュウのなまえおぼえた?
 うん まだ<*A>","Have you learned a bunch of Denjuu names yet?
<Q>Yep<|>Not yet</Q><*A>","Have you learned a bunch of Denjuu names yet?
<0>Yep<0>Not yet<*A>",0,
0x1101dc,"どのくらいおぼえたの?
 ぜんぶ トモダチはぜんぶ<*A>","How many, do you think?
<Q>All of them<|>All of my friends'</Q><*A>","How many, do you think?
<0>All of them<0>All of my friends'<*A>",0,
0x1101de,"オレのなまえは わかるよな?
 あたリまえじゃん アレ??<*A>","You know my name, right?
<Q>Obviously!<|>Uh...</Q><*A>","You know my name, right?
<0>Obviously!<0>Uh...<*A>",0,
0x1101e0,おぉー!スゴイ<&name>!<*2>,"Whoa! That's amazing, <&name>!<*2>","Whoa! That's amazing, <&name>!<*2>",0,
0x1101e2,"そっか ほかにもイッパイいるか
らがんばっておぼえような!<*2>","I see. There are lots of others, so keep on learning!<*2>","I see. There are lots of others, so keep on learning!<*2>",0,
0x1101e4,"そうだよなぁ わすれられてたら
チョーショックだったよ<*2>","Yeah, of course. I'd be shocked if you forgot.<*2>","Yeah, of course. I'd be shocked if you forgot.<*2>",0,
0x1101e6,"えっ?ジョーダンだよなぁ?
ウソだっていってよぉー!!<*2>","Eh? That's a joke, right? Come on, tell me you're joking!!<*2>","Eh? That's a joke, right? Come on, tell me you're joking!!<*2>",0,
#######,#109,,,,
0x1101e8,"たまにはニンゲンカイにかえって
るのか?
 かえるよ わすれてた<*A>","Do you ever go back to the Human World?
<Q>Yeah<|>No...</Q><*A>","Do you ever go back to the Human World?
Yeah / No...",0,
0x1101ea,"かえったら なにするの?
 ごはん ねる<*A>","What do you do when you go back there?
<Q>Eat<|>Sleep</Q><*A>","What do you do when you go back there?
Eat / Sleep",0,
0x1101ec,"アレ?ガッコウいってんの?
 わすれてたー! アハハ<*A>","Huh? Don't you go to school?
<Q>I forgot!!<|>Hahah...</Q><*A>","Huh? Don't you go to school?
I forgot!! / Hahah...",0,
0x1101ee,モリモリくえよ!!<*2>,Eat so you grow big and strong!<*2>,Eat so you grow big and strong!,0,
0x1101f0,いちにちじゅうねてちゃダメだぞ<*2>,"You shouldn't sleep all day, you know!<*2>","You shouldn't sleep all day, you know!",0,
0x1101f2,<&name>ダメじゃん!<*2>,No way! That's real bad!<*2>,No way! That's real bad!,0,
0x1101f4,わらってないでどうにかしろ!<*2>,Don't just laugh! You've gotta to go to school!<*2>,Don't just laugh! You've gotta to go to school!,0,
#######,#110 (partial),,,,
0x1101f6,"オレ デンジュウアイドルになれ
るかなぁ??
 なれるよ ムリでしょ<*A>","Think I could become a Denjuu pop star?
<Q>I think so!<|>No way</Q><*A>","Think I could become a Denjuu pop star?
<0>I think so!<0>No way<*A>",0,
0x1101f8,"そしたら マネージャーやって!
 それはチョット いいよ<*A>","When I do, you should be my manager!
<Q>I don't know...<|>Sure</Q><*A>","When I do, you should be my manager!
<0>I don't know...<0>Sure<*A>",0,
0x1101fa,"そんなことナイ!!なれるもん!
 ムリだって アハハハ<*A>","You're wrong! I totally can!
<Q>I said you can't<|>Hahahah</Q><*A>","You're wrong! I totally can!
<0>I said you can't<0>Hahahah<*A>",0,
0x1101fc,なんで?はずかしいの?<*2>,Why? Are you embarrassed?<*2>,Why? Are you embarrassed?<*2>,0,
0x1101fe,アリガトー!ガンバルよ!!<*2>,Thanks! Wish me luck!!<*2>,Thanks! Wish me luck!!<*2>,0,
#######,Phone Questions 4  -  #110-147,,,,
#######,#110 (partial),,,,
0x144000,"そんなことナイとおもうんだけど
なぁ やっぱムリかなぁ<*2>",I guess it's just a pipe dream after all...<*2>,I guess it's just a pipe dream after all...<*2>,0,Questions 110 (partial) to 147 (partial).
0x144002,じゃあやめるよ!!<*2>,"Okay, I'll just give up, then!<*2>","Okay, I'll just give up, then!<*2>",0,
#######,#111,,,,
0x144004,"オレのケイタイ ピンクいろに
かえたんだぜ!!
 かわいいね えぇーピンク?<*A>","Guess what, I got a new pink case for my phone!!
<Q>Sounds cute!<|>...Pink?</Q><*A>","Guess what? I got a new pink case for my phone!!
Sounds cute! / ...Pink?",0,
0x144006,"だろ?だろ?やっぱリ いまは
ピンクだよなぁ
 チョーほしい そうかなぁ<*A>","I know, I know, right? Pink is totally in right now.
<Q>I want one!<|>Really?</Q><*A>","I know, right? Pink is totally in right now.
I want one! / Really?",0,
0x144008,<&name>ピンクはキライ? キライだね キミにはにあうよ<*A>,"<&name>, you got somethin' against pink?
<Q>You bet<|>Nah, it suits you</Q><*A>","<Name>, you got somethin' against pink?
You bet / Nah, it suits you",0,
0x14400a,ほしい?でもあげなーい!<*2>,"You want it? Too bad, I'm not giving it to you~!<*2>","You want it? Too bad, I'm not giving it to you~!",0,
0x14400c,いまのハヤリはピンクだろ!!<*2>,You been livin' under a rock? Pink is totally in fashion!!<*2>,You been livin' under a rock? Pink is totally in fashion!!,0,
0x14400e,なにぃー!ピンクはいいぞ!<*2>,Whaaat? Pink is awesome!<*2>,Whaaat? Pink is awesome!,0,
0x144010,"そう?にあう?エヘヘヘヘ
アリガト<*2>",Really? It does? Teehee... Thanks!<*2>,Really? It does? Teehee... Thanks!,0,
#######,#112,,,,
0x144012,"トロンコむらにチョウロウが
いたよねぇ??
 いたよ いたっけ?<*A>","There's an elder living in Tronco Village, right??
<Q>Right<|>You sure?</Q><*A>","There's an elder living in Tronco Village, right?
Right / You sure?",0,
0x144014,"なんてなまえだったっけ?
 ムサだよ モサでしょ<*A>","What was his name again?
<Q>It's Musa<|>Mosa?</Q><*A>","What was his name again?
It's Musa / Mosa?",0,
0x144016,"いたじゃん!わすれたの?
 しらないよ あぁいたね<*A>","There totally is! Did you forget already?
<Q>I didn't know<|>Ah, you're right</Q><*A>","There totally is! Did you forget already?
I didn't know / Ah, you're right",0,
0x144018,"そうそう おもいだした
サンキュー!!<*2>","Yeah, that was it! Thanks!<*2>","Yeah, that was it! Thanks!",0,
0x14401a,アレ?そうだったっけ?むむぅ?<*2>,Huh? Is that right...? Hmmm...<*2>,Huh? Is that right...? Hmmm...,0,
0x14401c,"しらないって <&name>
あったんじゃないの?<*2>",Didn't you talk to him...?<*2>,Didn't you talk to him...?,0,
0x14401e,"おもいだした?でも なまえは
おぼえてないんだねぇ<*2>",You remember now? I keep forgetting his name though...<*2>,You remember now? I keep forgetting his name though...,0,
#######,#113,,,,
0x144020,"チョウロウのいえにいる
おとこのこはキミのトモダチ?
 そうだよ しリあい<*A>","Hey, that guy staying at the elder's house, is he your friend?
<Q>Yep<|>Sort of</Q><*A>","Hey, that guy staying at the elder's house, is he your friend?
Yep / Sort of",0,
0x144022,"なかよしなの?
 シンユウさ! まあね<*A>","Do you guys get along?
<Q>We're best friends!<|>More or less</Q><*A>","Do you guys get along?
We're best friends! / More or less",0,
0x144024,"なかよしじゃないの?
 ベつに フツウだよ<*A>","You don't get along?
<Q>Not really<|>It's so-so</Q><*A>","You don't get along?
Not really / It's so-so",0,
0x144026,"ヘえいいなぁ オレたちも
シンユウになれるといいなぁ<*2>","Huh, that must be nice! We should try being best friends too!<*2>","Huh, that must be nice! We should try being best friends too!",0,
0x144028,オレのほうがなかよしだよな?<*2>,"Not as well as you get along with me, huh!<*2>","Not as well as you get along with me, huh!",0,
0x14402a,じゃあなんでいっしょにいるの?<*2>,Then why'd you come here together?<*2>,Then why'd you come here together??,0,
0x14402c,ふーん あっそ<*2>,"Hmm, I see.<*2>","Hmm, I see. ",0,
#######,#114,,,,
